Organ,SeqID
Conventional,4491_4
Conventional,8935_22
Conventional,21979_8
Conventional,21979_12
Conventional,13384_110
Conventional,4162_54
Conventional,8288_27
Conventional,11661_11
Conventional,25058_23
Conventional,21289_36
Conventional,12389_4
Conventional,19760_26
Conventional,23981_172
Conventional,13660_76
Conventional,2602_2
Conventional,5112_73
Conventional,3234_23
Conventional,3423_59
Conventional,5918_5
Conventional,9111_40
Conventional,21208_163
Conventional,23183_6
Conventional,24898_39
Conventional,11429_80
Conventional,11242_33
Conventional,10638_1
Conventional,7945_10
Conventional,5122_92
Conventional,13668_44
Conventional,2611_72
Conventional,12385_4
Conventional,20241_9
Conventional,8986_2
Conventional,15548_35
Conventional,20175_17
Conventional,9753_17
Conventional,20105_7
Conventional,15312_14
Conventional,11651_24
Conventional,14186_13
Conventional,24942_22
Conventional,13567_1
Conventional,4156_74
Conventional,18382_109
Conventional,6077_63
Conventional,20952_15
Conventional,25479_8
Conventional,21769_10
Conventional,25059_18
Conventional,21354_92
Conventional,4540_11
Conventional,9739_4
Conventional,9509_4
Conventional,10716_35
Conventional,12637_7
Conventional,12704_26
Conventional,17802_4
Conventional,23686_44
Conventional,20540_65
Conventional,19225_11
Conventional,5632_6
Conventional,8811_24
Conventional,20514_8
Conventional,4493_92
Conventional,22116_9
Conventional,21863_11
Conventional,7108_7
Conventional,5635_66
Conventional,16300_4
Conventional,11851_21
Conventional,3187_52
Conventional,21577_35
Conventional,22432_83
Conventional,2734_49
Conventional,5467_15
Conventional,5631_83
Conventional,19823_75
Conventional,11816_84
Conventional,13706_12
Conventional,2632_5
Conventional,3341_33
Conventional,16859_100
Conventional,5542_22
Conventional,3214_3
Conventional,20950_159
Conventional,22059_56
Conventional,14662_6
Conventional,6966_144
Conventional,10801_11
Conventional,14124_6
Conventional,22580_29
Conventional,12724_81
Conventional,9123_18
Conventional,6605_17
Conventional,12783_29
Conventional,23621_326
Conventional,12532_28
Conventional,9910_9
Conventional,20441_35
Conventional,9962_1
Conventional,20549_1
Conventional,18306_1
Conventional,11258_41
Conventional,18191_23
Conventional,3316_58
Conventional,12357_41
Conventional,9877_28
Conventional,7233_73
Conventional,19237_17
Conventional,24223_5
Conventional,14063_17
Conventional,21548_20
Conventional,9064_12
Conventional,7758_217
Conventional,22091_14
Conventional,17774_38
Conventional,4267_81
Conventional,3115_64
Conventional,23923_26
Conventional,23262_11
Conventional,12746_4
Conventional,11356_19
Conventional,5605_77
Conventional,22818_4
Conventional,3033_57
Conventional,13594_158
Conventional,19563_3
Conventional,8046_9
Conventional,20553_2
Conventional,17751_68
Conventional,18404_22
Conventional,13602_6
Conventional,24973_11
Conventional,20448_7
Conventional,5587_3
Conventional,15300_66
Conventional,21876_266
Conventional,18316_75
Conventional,23341_16
Conventional,19316_2
Conventional,22397_2
Conventional,20449_72
Conventional,2480_58
Conventional,7215_18
Conventional,13498_1
Conventional,25048_30
Conventional,24954_83
Conventional,25492_7
Conventional,9900_36
Conventional,7761_125
Conventional,13117_232
Conventional,23153_14
Conventional,17398_55
Conventional,3583_54
Conventional,8790_6
Conventional,23691_2
Conventional,13027_20
Conventional,4149_8
Conventional,7104_71
Conventional,11462_8
Conventional,5259_2
Conventional,24476_18
Conventional,23668_281
Conventional,11510_51
Conventional,11510_31
Conventional,9506_10
Conventional,22772_125
Conventional,5265_12
Conventional,16074_12
Conventional,9808_41
Conventional,10512_13
Conventional,11137_43
Conventional,23358_42
Conventional,23384_19
Conventional,18387_7
Conventional,9343_16
Conventional,12708_91
Conventional,25036_10
Conventional,17408_2
Conventional,21204_70
Conventional,11607_15
Conventional,21780_15
Conventional,18383_9
Conventional,2431_17
Conventional,3373_5
Conventional,4133_54
Conventional,14041_13
Conventional,11590_5
Conventional,7227_75
Conventional,11562_9
Conventional,11441_11
Conventional,22817_126
Conventional,13954_9
Conventional,14178_18
Conventional,8389_8
Conventional,18926_7
Conventional,8963_8
Conventional,16872_248
Conventional,11633_89
Conventional,7267_2
Conventional,3622_33
Conventional,7840_64
Conventional,11184_51
Conventional,8476_11
Conventional,21130_82
Conventional,12619_14
Conventional,8923_94
Conventional,11614_29
Conventional,13089_6
Conventional,2612_5
Conventional,3449_58
Conventional,14105_5
Conventional,12575_30
Conventional,17210_2
Conventional,12849_25
Conventional,12553_5
Conventional,11254_13
Conventional,10866_60
Conventional,6439_59
Conventional,12580_7
Conventional,17337_1
Conventional,9728_4
Conventional,9849_13
Conventional,8921_139
Conventional,12572_236
Conventional,14748_31
Conventional,19383_131
Conventional,23689_52
Conventional,22405_61
Conventional,22120_4
Conventional,3860_7
Conventional,19209_6
Conventional,17694_32
Conventional,22086_2
Conventional,19446_1
Conventional,11560_76
Conventional,6263_77
Conventional,15475_4
Conventional,15526_33
Conventional,2579_17
Conventional,24456_3
Conventional,24414_3
Conventional,7825_7
Conventional,24023_35
Conventional,22541_46
Conventional,10041_3
Conventional,18312_68
Conventional,22847_18
Conventional,20956_13
Conventional,2972_57
Conventional,23265_15
Conventional,4971_1
Conventional,9012_1
Conventional,9581_4
Conventional,12460_18
Conventional,14329_4
Conventional,20373_141
Conventional,15412_40
Conventional,15504_39
Conventional,11556_19
Conventional,8804_39
Conventional,3832_51
Conventional,12804_5
Conventional,12876_39
Conventional,12427_8
Conventional,8355_80
Conventional,9583_17
Conventional,22509_9
Conventional,9082_25
Conventional,22013_6
Conventional,5224_20
Conventional,5225_50
Conventional,3427_63
Conventional,2500_2
Conventional,8464_31
Conventional,17343_6
Conventional,6247_9
Conventional,17768_50
Conventional,19638_9
Conventional,3374_49
Conventional,23256_21
Conventional,5634_39
Conventional,11303_7
Conventional,3388_58
Conventional,24953_27
Conventional,12469_19
Conventional,19371_18
Conventional,7754_11
Conventional,5092_51
Conventional,22946_55
Conventional,19274_80
Conventional,8257_71
Conventional,8356_88
Conventional,19126_4
Conventional,4126_22
Conventional,2609_59
Conventional,5676_54
Conventional,14076_74
Conventional,11388_75
Conventional,21393_62
Conventional,7926_13
Conventional,17781_191
Conventional,17400_71
Conventional,10605_22
Conventional,21679_16
Conventional,19189_2
Conventional,7167_102
Conventional,19373_3
Conventional,23675_16
Conventional,23148_100
Conventional,13536_56
Conventional,8367_142
Conventional,18385_4
Conventional,21436_56
Conventional,7863_50
Conventional,19255_124
Conventional,9933_49
Conventional,18329_4
Conventional,20382_8
Conventional,3362_61
Conventional,24201_86
Conventional,4876_32
Conventional,5307_12
Conventional,3414_40
Conventional,25960_15
Conventional,17854_33
Conventional,19601_15
Conventional,7713_102
Conventional,7713_50
Conventional,7721_81
Conventional,20081_14
Conventional,11432_11
Conventional,6497_10
Conventional,9391_60
Conventional,5020_50
Conventional,18179_56
Conventional,18921_30
Conventional,11490_42
Conventional,10539_30
Conventional,14043_12
Conventional,16867_76
Conventional,21762_32
Conventional,3534_14
Conventional,2211_9
Conventional,25967_34
Conventional,23173_3
Conventional,12718_43
Conventional,12747_89
Conventional,11563_51
Conventional,9090_9
Conventional,15588_17
Conventional,23576_46
Conventional,13556_28
Conventional,3059_50
Conventional,21154_8
Conventional,12617_2
Conventional,3232_28
Conventional,13932_45
Conventional,19584_33
Conventional,16315_105
Conventional,8231_122
Conventional,24494_67
Conventional,9795_9
Conventional,8874_53
Conventional,4769_10
Conventional,3893_64
Conventional,2855_49
Conventional,22496_21
Conventional,19219_71
Conventional,9313_27
Conventional,18407_36
Conventional,22993_9
Conventional,3508_78
Conventional,21346_71
Conventional,3519_3
Conventional,14624_51
Conventional,20995_47
Conventional,11328_9
Conventional,7934_11
Conventional,3898_5
Conventional,24951_3
Conventional,11538_216
